"year_mon","county","county_number","state_cost","retail_revenue","bottles_sold","liters_sold"
2018-05-01,"MONONA",67,34546.42,51816.61,4288,3718.48
2018-05-01,"MONROE",68,34626.8,51887.97,3727,4316.21
2018-05-01,"MONTGOMERY",69,44888.41,67244.74,5947,4878.39
2018-05-01,"MUSCATINE",70,189798.63,284700.34,24295,19561.51
2018-05-01,"OBRIEN",71,116734.83,174962.95,11765,14360.07
2018-05-01,"OSCEOLA",72,18543.86,27763.46,2260,2175.38
2018-05-01,"PAGE",73,68924.48,103312.17,7934,7587.17
2018-05-01,"PALO ALTO",74,40094.95,60129.53,4522,4666.38
2018-05-01,"Plymouth",75,58050.56,86998.27,6161,6270.2
2018-05-01,"PLYMOUTH",75,67625.21,101368.24,7513,8181.81
2018-05-01,"POCAHONTAS",76,23252.72,34869.9,2920,2961.34
2018-05-01,"Polk",77,571731.33,857944.54,57738,58605.2
2018-05-01,"POLK",77,4095193.48,6151481.28,467000,376564.67
2018-05-01,"Pottawatta",78,2082.2,3106.14,354,199.5
2018-05-01,"POTTAWATTA",78,574541.28,861033.56,71899,58061.53
2018-05-01,"Poweshiek",79,2753.48,4128.06,380,326.4
2018-05-01,"POWESHIEK",79,105895.83,158729.51,12013,11153.03
2018-05-01,"RINGGOLD",80,6986.27,10387.51,656,816.13
2018-05-01,"SAC",81,37119.13,55665.94,4063,4634.14
2018-05-01,"Scott",82,19829.49,30238.21,1938,1453.85
2018-05-01,"SCOTT",82,1437358,2153469.63,178975,138608.1
2018-05-01,"SHELBY",83,54155.16,81333.97,5573,5631.37
2018-05-01,"SIOUX",84,146041.02,219027.12,14349,16917.85
2018-05-01,"STORY",85,553139.02,827951.16,61473,59480.74
2018-05-01,"TAMA",86,50707,76118.7,6740,5842.41
2018-05-01,"TAYLOR",87,9952.25,14909.03,1188,1005
2018-05-01,"UNION",88,50709.61,75989.55,6085,5730.58
2018-05-01,"VAN BUREN",89,9244.68,13864.9,929,968.67
2018-05-01,"Wapello",90,45843.86,68691.29,5408,4652.14
2018-05-01,"WAPELLO",90,144187.63,215959.69,18593,13907.15
2018-05-01,"WARREN",91,187518.14,281455.8,23207,19883.14
2018-05-01,"WASHINGTON",92,82455.26,123548.8,10714,9183.24
2018-05-01,"WAYNE",93,5473.49,8212.6,672,684.42
2018-05-01,"Webster",94,8215.49,12308.37,1787,854.25
2018-05-01,"WEBSTER",94,232089.16,348184.25,26835,25013.08
2018-05-01,"WINNEBAGO",95,55558.01,83219.64,7146,7118.67
2018-05-01,"WINNESHIEK",96,70732.16,105861.27,7495,7829.41
2018-05-01,"WOODBURY",97,752789.81,1128458.03,87649,75225.79
2018-05-01,"WORTH",98,17463.4,26224.4,2322,2228.26
2018-05-01,"WRIGHT",99,45980.34,68935.22,6118,5703.45
2018-06-01,"Adair",1,19111.08,28617.56,2307,2179.14
2018-06-01,"ADAIR",1,15065.46,22565.61,1749,1609.22
2018-06-01,"ADAMS",2,4267.1,6242.23,436,470.8
2018-06-01,"ALLAMAKEE",3,59648.65,89381.14,6669,7121.52
2018-06-01,"APPANOOSE",4,49087.82,73475.03,6027,5444.47
2018-06-01,"AUDUBON",5,9269.53,13906.52,1272,1213.4
2018-06-01,"BENTON",6,47182.66,70676.08,6375,5542.96
2018-06-01,"Black Hawk",7,30346.84,45315.33,5459,3256.05
2018-06-01,"BLACK HAWK",7,948380.5,1421136.61,123460,95291.22
2018-06-01,"Boone",8,12129.48,18162.74,1225,1334.23
2018-06-01,"BOONE",8,80932.54,121157.96,9111,8359.5
2018-06-01,"BREMER",9,147710.28,221269.27,15585,15952.27
2018-06-01,"Buchanan",10,14412.57,21580.69,1738,1599.63
2018-06-01,"BUCHANAN",10,74429.06,111532.6,8631,8053.91
2018-06-01,"BUENA VIST",11,86666.74,129929.33,9674,8779.8
2018-06-01,"Butler",12,1701.47,2552.97,209,214.5
2018-06-01,"BUTLER",12,21136.28,31668.98,2752,2759.66
2018-06-01,"CALHOUN",13,22067.69,32997.55,2840,2908.4
2018-06-01,"CARROLL",14,132057.1,197999.95,13265,13773.47
2018-06-01,"CASS",15,73328.67,109918.14,7977,7981.47
2018-06-01,"CEDAR",16,29029.02,43572.1,4089,3660.25
2018-06-01,"Cerro Gord",17,128637.59,192702.29,13244,13863.57
2018-06-01,"CERRO GORD",17,323812.91,484692.7,36855,35518.54
2018-06-01,"CHEROKEE",18,36910,55129.88,4818,4371.32
2018-06-01,"CHICKASAW",19,26361.53,39403.95,3150,3394.82
2018-06-01,"CLARKE",20,55169.8,82689.68,5239,5412.85
2018-06-01,"CLAY",21,85561.84,128128.06,8980,9490.38
2018-06-01,"Clayton",22,6864.49,10292.72,695,821.78
2018-06-01,"CLAYTON",22,52608.31,78850.82,5800,5923.22
2018-06-01,"CLINTON",23,208550.29,312588.67,26183,22638.58
2018-06-01,"CRAWFORD",24,72698.02,108776.35,7735,8093.16
2018-06-01,"Dallas",25,203445.31,303678.76,13019,21046.25
2018-06-01,"DALLAS",25,230776.4,345758.53,22940,21070.02
2018-06-01,"DAVIS",26,5630.26,8437.77,715,709.5
2018-06-01,"DECATUR",27,8602.1,12891.65,1230,976.89
2018-06-01,"Delaware",28,33359.6,49979.49,3446,3448.48
2018-06-01,"DELAWARE",28,51244.64,75905.27,5545,6617.81
2018-06-01,"Des Moines",29,13470.2,20161.87,2396,1268.01
2018-06-01,"DES MOINES",29,221580.37,332020.43,29201,22788.98
2018-06-01,"Dickinson",30,6243.83,9390.83,587,530.53
2018-06-01,"DICKINSON",30,396269.06,593598.53,40314,40638.28
2018-06-01,"DUBUQUE",31,558051.72,835520.9,61480,57039.49
2018-06-01,"EMMET",32,48172,72218.39,5285,5407.64
2018-06-01,"Fayette",33,7645.45,11451.57,569,798.25
2018-06-01,"FAYETTE",33,77036,115194.68,10469,9896.54
2018-06-01,"FLOYD",34,95845.24,143163.99,11858,11117.65
2018-06-01,"FRANKLIN",35,31476.87,47084.6,3645,3666.84
2018-06-01,"FREMONT",36,5042.61,7565.79,828,635.85
2018-06-01,"GREENE",37,26897.73,40327.36,2844,3025.14
2018-06-01,"GRUNDY",38,23724.7,35603.56,2808,3102.82
2018-06-01,"GUTHRIE",39,21054.42,31540.24,2548,2505.4
2018-06-01,"HAMILTON",40,63201.69,94699.02,7978,7222.93
2018-06-01,"HANCOCK",41,25199.36,37458.15,3089,3284.8
2018-06-01,"Hardin",42,35366.16,53004.3,3630,4041.9
2018-06-01,"HARDIN",42,90439.17,135476.28,9805,10434.66
2018-06-01,"Harrison",43,1599.75,2403.82,249,192.82
2018-06-01,"HARRISON",43,43092.41,64597.45,5554,4704.94
2018-06-01,"Henry",44,22214.16,33303.36,2238,2573.7
2018-06-01,"HENRY",44,55235.86,82871.35,6447,5689.63
2018-06-01,"HOWARD",45,48675.38,72944.55,5055,5878.04
2018-06-01,"HUMBOLDT",46,55171.71,82509.64,5513,5879.92
2018-06-01,"IDA",47,27222.59,40794.4,2822,2755.92
2018-06-01,"Iowa",48,35416.23,53025,4395,3761.7
2018-06-01,"IOWA",48,44662.66,66895.96,5358,5557.2
2018-06-01,"Jackson",49,3046.7,4573.18,523,416.95
2018-06-01,"JACKSON",49,83181.77,124657.35,9289,9348.88
2018-06-01,"JASPER",50,104444.77,156675.47,13485,11504.68
2018-06-01,"JEFFERSON",51,62944.11,94164.64,7644,6687.79
2018-06-01,"JOHNSON",52,1116596.53,1673146.08,109396,100125.62
2018-06-01,"JONES",53,85459.95,127947.45,9387,9552.78
2018-06-01,"KEOKUK",54,9644.72,14473.04,1356,1416.43
2018-06-01,"Kossuth",55,7617.93,11428.71,700,945.5
2018-06-01,"KOSSUTH",55,134567.24,201056.07,15314,14537.96
2018-06-01,"LEE",56,220699.47,330655.91,25511,23680.64
2018-06-01,"Linn",57,22266.19,33461.2,3953,2422.62
2018-06-01,"LINN",57,1555405.56,2331377.13,187624,154510.49
2018-06-01,"LOUISA",58,16411.59,24616.78,3232,1748.12
2018-06-01,"LUCAS",59,28448.71,42638.09,3177,2871.69
2018-06-01,"LYON",60,40184.47,60211.53,4802,4441.61
2018-06-01,"Madison",61,1820.59,2722.48,227,198
2018-06-01,"MADISON",61,63607.42,95190.61,7238,7025.93
2018-06-01,"MAHASKA",62,56346.27,84601.77,6877,6609.87
2018-06-01,"Marion",63,10369.3,15554.74,994,882.56
2018-06-01,"MARION",63,127692.03,191582.93,14576,14265.66
2018-06-01,"Marshall",64,1153.08,1729.92,372,126
2018-06-01,"MARSHALL",64,178195.82,267281.25,21898,17901.04
2018-06-01,"MILLS",65,34373.18,51567.25,4915,3701.12
2018-06-01,"Mitchell",66,14269.89,21393.31,1439,1700.98
2018-06-01,"MITCHELL",66,24079.8,36050.96,2916,2896.19
2018-06-01,"MONONA",67,27052.14,40528.45,3720,3023.46
2018-06-01,"MONROE",68,17784.86,26677.89,2305,1946.9
2018-06-01,"MONTGOMERY",69,51465.66,77036.34,6615,5541.25
2018-06-01,"MUSCATINE",70,259272.32,388563.33,32098,26876.82
2018-06-01,"OBRIEN",71,51398.49,76893.37,5828,6180
2018-06-01,"OSCEOLA",72,13882.78,20821.27,1559,1543.41
2018-06-01,"PAGE",73,83953.67,125691.87,9472,9014.68
2018-06-01,"PALO ALTO",74,32501.17,48706.39,3409,3634.29
2018-06-01,"Plymouth",75,30140.71,45190.17,3443,3459.58
2018-06-01,"PLYMOUTH",75,49546.05,74230.35,5451,5068.4
2018-06-01,"POCAHONTAS",76,14672.89,21974.44,1840,1777.05
2018-06-01,"Polk",77,535947.81,804936.96,52126,52827.43
2018-06-01,"POLK",77,3986506.7,5980008.58,445088,362862.08
2018-06-01,"Pottawatta",78,5885.8,8830.5,940,548.7
2018-06-01,"POTTAWATTA",78,750967.8,1125547.78,89323,74448.81
2018-06-01,"Poweshiek",79,2533.45,3800.27,314,284.98
2018-06-01,"POWESHIEK",79,111864.87,167476.54,11911,11531.64
2018-06-01,"RINGGOLD",80,11239.76,16786.35,1331,1404.7
2018-06-01,"SAC",81,28068.55,41981.79,3167,3398.54
2018-06-01,"Scott",82,29702.33,45208.3,2603,1840.95
2018-06-01,"SCOTT",82,1297687.64,1943494.13,161463,123489.97
2018-06-01,"SHELBY",83,52270.82,78537.85,4680,5039.4
2018-06-01,"SIOUX",84,90248.34,135250.85,8944,9716.93
2018-06-01,"STORY",85,458040.56,685133.86,48790,47180.26
2018-06-01,"TAMA",86,40179.61,60175.12,5382,4696.62
2018-06-01,"TAYLOR",87,7695.36,11513.15,917,825.73
2018-06-01,"UNION",88,72807,109112.38,7387,7447.58
2018-06-01,"VAN BUREN",89,13033.94,19542.72,1560,1429.4
2018-06-01,"Wapello",90,44260.54,66277.83,4853,4388.33
2018-06-01,"WAPELLO",90,121999.92,182713.92,15733,13320.37
2018-06-01,"WARREN",91,161616.23,242688.48,19396,17367.34
2018-06-01,"WASHINGTON",92,118751.63,177994.19,14134,12468.05
2018-06-01,"WAYNE",93,8074,12112.24,1097,905.32
2018-06-01,"Webster",94,14098.55,21144.34,2860,1319.01
2018-06-01,"WEBSTER",94,164099.59,245900.89,18534,16120.18
2018-06-01,"WINNEBAGO",95,42996.81,64351.2,5189,5231.75
2018-06-01,"WINNESHIEK",96,100102.12,149882.42,10019,10682.62
2018-06-01,"WOODBURY",97,610794.83,915531.28,72244,61958.92
2018-06-01,"WORTH",98,17627.98,26412.08,2380,2164.76
2018-06-01,"WRIGHT",99,44835.84,67213.18,5605,5510.44
2018-07-01,"Adair",1,13035.62,19517.76,1472,1424.69
2018-07-01,"ADAIR",1,11657.63,17483.23,1288,1285.05
2018-07-01,"ADAMS",2,2924.24,4390.19,282,304.28
2018-07-01,"ALLAMAKEE",3,41291.82,61952.61,4468,4890.25
2018-07-01,"APPANOOSE",4,42274.14,63323.36,5068,4709.67
2018-07-01,"AUDUBON",5,7625.8,11430.69,1122,1051.75
2018-07-01,"BENTON",6,42101.68,63172.03,5628,4658.92
2018-07-01,"Black Hawk",7,33213.94,49815.34,5068,3972.15
2018-07-01,"BLACK HAWK",7,916616.55,1374450.02,124645,88754.14
2018-07-01,"Boone",8,12481.39,18722.59,1230,1578.76
2018-07-01,"BOONE",8,116805.96,175118.34,13323,13071.85
2018-07-01,"BREMER",9,84545.53,126739.55,9863,10221.88
2018-07-01,"Buchanan",10,1612.14,2422.14,205,194.34
2018-07-01,"BUCHANAN",10,63802.93,95656.88,7207,7310.64
2018-07-01,"BUENA VIST",11,142326,213410.01,15792,16117.19
2018-07-01,"Butler",12,1818.52,2727.62,231,221
2018-07-01,"BUTLER",12,18086.55,27080.34,2330,2325.97
2018-07-01,"CALHOUN",13,30103.64,45143.6,3222,3427.21
2018-07-01,"CARROLL",14,186832.29,285083.84,16358,17863.15
2018-07-01,"CASS",15,70617.6,105836.6,7458,7487.66
2018-07-01,"CEDAR",16,29531.63,44268.31,3854,3354.19
2018-07-01,"Cerro Gord",17,116238,174174.99,11553,12572.84
2018-07-01,"CERRO GORD",17,198909.35,298235.09,25697,21227.27
2018-07-01,"CHEROKEE",18,52329.84,78493.74,7015,5857.34
2018-07-01,"CHICKASAW",19,13511.45,20239.97,1615,1718.24
2018-07-01,"CLARKE",20,23691.35,35477.5,2668,2633.55
2018-07-01,"CLAY",21,97621.6,146430.41,10613,11307.58
2018-07-01,"Clayton",22,7252.71,10872.08,757,801.68
2018-07-01,"CLAYTON",22,38086.26,57097.35,4257,4279.99
2018-07-01,"CLINTON",23,189393.99,283828.14,23424,20011.4
2018-07-01,"CRAWFORD",24,75395.2,112876.21,8066,8549.03
2018-07-01,"Dallas",25,179896.8,269076.6,12600,19812
2018-07-01,"DALLAS",25,262368.01,393004.49,27107,23220.57
2018-07-01,"DAVIS",26,6058.39,9079.85,757,764
2018-07-01,"DECATUR",27,6017.39,9019.58,691,674.58
2018-07-01,"Delaware",28,29670.04,44466.55,3124,3161.97
2018-07-01,"DELAWARE",28,30005.17,44949.41,3414,3741.7
2018-07-01,"Des Moines",29,13940.39,20924.2,2412,1318.15
2018-07-01,"DES MOINES",29,179768.16,269191.26,23022,18168.71
2018-07-01,"Dickinson",30,8239.63,12347.62,682,731.25
2018-07-01,"DICKINSON",30,391692.92,587406.96,38376,38919.57
2018-07-01,"DUBUQUE",31,640499.09,960535.39,69291,62557.86
2018-07-01,"EMMET",32,25588.71,38384.78,3141,3341.28
2018-07-01,"Fayette",33,4651.31,6977.97,423,497.25
2018-07-01,"FAYETTE",33,70703.57,105920.96,8770,7953.44
2018-07-01,"FLOYD",34,57938.9,86839.12,7179,5985.95
2018-07-01,"FRANKLIN",35,22882.31,34274.95,2631,2645.31
2018-07-01,"FREMONT",36,2963.85,4447.17,535,392.7
2018-07-01,"GREENE",37,41306.37,61884.18,4438,4829.86
2018-07-01,"GRUNDY",38,20461.48,30689.69,2453,2621.58
2018-07-01,"GUTHRIE",39,24271.17,36332.82,2822,2733.02
2018-07-01,"HAMILTON",40,47186.06,70736.96,5878,5236.1
2018-07-01,"Hancock",41,3283.64,4926.46,429,282.75
2018-07-01,"HANCOCK",41,16990.55,25473.34,2338,2126.66
2018-07-01,"Hardin",42,24883.62,37316.52,2592,3073.5
2018-07-01,"HARDIN",42,91612.31,137360.29,10120,10545.63
2018-07-01,"HARRISON",43,34815.83,52182.83,4241,3741.3
2018-07-01,"Henry",44,10104.54,15127.08,1056,1197
2018-07-01,"HENRY",44,52823.05,79197.56,6381,5605.68
2018-07-01,"HOWARD",45,47580.85,71346.16,4974,5537.78
2018-07-01,"HUMBOLDT",46,53679.3,80314.74,5282,5322.92
2018-07-01,"IDA",47,40289.54,60309.52,4375,4297.71
2018-07-01,"Iowa",48,27163.47,40588.16,3769,2539.54
2018-07-01,"IOWA",48,30739.07,46091.07,3744,4021.39
2018-07-01,"Jackson",49,1585.03,2378.2,268,202.85
2018-07-01,"JACKSON",49,57624.75,86400.66,6714,6557.04
2018-07-01,"Jasper",50,1275.42,1913.76,267,143.25
2018-07-01,"JASPER",50,90877.25,136244.07,11865,10074.74
2018-07-01,"JEFFERSON",51,53797.58,80591.77,6176,5316.99
2018-07-01,"JOHNSON",52,1075107.94,1608786.26,115180,104622.24
2018-07-01,"JONES",53,85821.46,128954.93,10008,10669.95
2018-07-01,"KEOKUK",54,11449.41,17182.91,1548,1406.85
2018-07-01,"Kossuth",55,5765.36,8651.1,554,745.55
2018-07-01,"KOSSUTH",55,74304.83,111295.59,8519,8151.76
2018-07-01,"LEE",56,191262.66,286627.12,20643,18697.89
2018-07-01,"Linn",57,28617.7,42949.36,4758,3460.86
2018-07-01,"LINN",57,1534526.8,2300061.61,189217,156655.1
2018-07-01,"LOUISA",58,16065.34,24096.16,2792,1732.3
2018-07-01,"LUCAS",59,23901.2,35801.13,2597,2565.51
2018-07-01,"LYON",60,47830.41,71602.28,5824,5336.1
2018-07-01,"Madison",61,2265.54,3410.9,328,276
2018-07-01,"MADISON",61,44972.71,67350.93,5308,4749.81
2018-07-01,"MAHASKA",62,45742.96,68558.88,5870,4982.42
2018-07-01,"Marion",63,11103.65,16657.16,1550,1465.77
2018-07-01,"MARION",63,106211.62,159171.7,12080,11124.07
2018-07-01,"Marshall",64,2258.88,3383.16,546,250.5
2018-07-01,"MARSHALL",64,163852.78,245868.15,21198,17217.14
2018-07-01,"MILLS",65,33273.85,49907.84,4470,3786.55
2018-07-01,"Mitchell",66,7094.73,10640.31,776,919.12
2018-07-01,"MITCHELL",66,20262.41,30386.9,2374,2416.84
2018-07-01,"MONONA",67,38037.21,57085.62,4570,4119.03
2018-07-01,"MONROE",68,19011.68,28503.36,1957,2205.85
2018-07-01,"MONTGOMERY",69,36267.83,54326.01,5231,4012.26
2018-07-01,"MUSCATINE",70,158313.15,237328.52,23540,16719.63
2018-07-01,"OBRIEN",71,68268.99,102406.07,7901,7915.9
2018-07-01,"OSCEOLA",72,16401.91,24579.9,1962,1988.62
2018-07-01,"PAGE",73,60789.55,91081.97,7048,6952.46
2018-07-01,"PALO ALTO",74,31286.19,46891.81,3395,3473.77
2018-07-01,"Plymouth",75,42190.65,63258.36,5002,4824.82
2018-07-01,"PLYMOUTH",75,55805.44,83653.74,5935,5781.34
2018-07-01,"POCAHONTAS",76,18982.64,28473.14,2317,2430.28
2018-07-01,"Polk",77,505321.28,758302.13,51119,50042.65
2018-07-01,"POLK",77,3595478.88,5403712.76,414948,328917.38
2018-07-01,"Pottawatta",78,1343.46,1997.76,168,90.3
2018-07-01,"POTTAWATTA",78,561884.85,842270.82,70478,57026.59
2018-07-01,"Poweshiek",79,2303.92,3456.76,363,269.6
2018-07-01,"POWESHIEK",79,75313.88,112869.51,8545,8123.84
2018-07-01,"RINGGOLD",80,7508.13,11264.19,781,838.37
2018-07-01,"SAC",81,43322.63,64924.03,4986,5055.24
2018-07-01,"Scott",82,23368.34,35626.86,2082,1523.3
2018-07-01,"SCOTT",82,1147138.33,1719662.76,149646,107781.26
2018-07-01,"SHELBY",83,75285.4,113166.97,8257,9697.18
2018-07-01,"SIOUX",84,111063.04,166038.52,10963,11672.35
2018-07-01,"STORY",85,413949.75,618046.13,45611,42545.18
2018-07-01,"TAMA",86,39489.6,59220.15,4995,4101.96
2018-07-01,"TAYLOR",87,7084.22,10627.82,989,783.33
2018-07-01,"UNION",88,45983.69,68821.8,5057,5058.25
2018-07-01,"VAN BUREN",89,9890.41,14833.04,1052,1085.79
2018-07-01,"Wapello",90,53761.23,80626.57,5787,5586.86
2018-07-01,"WAPELLO",90,93887.3,140734.98,13046,9987.97
2018-07-01,"WARREN",91,163981.96,245942.58,19863,16582.82
2018-07-01,"WASHINGTON",92,92002.39,137864.43,11396,9822.92
2018-07-01,"WAYNE",93,6232.04,9346.77,854,775.72
2018-07-01,"Webster",94,11099.1,16634.67,1935,1175.35
2018-07-01,"WEBSTER",94,167456.48,251212.27,19156,17216.13
2018-07-01,"WINNEBAGO",95,37781.55,56639.23,4712,4670.31
2018-07-01,"WINNESHIEK",96,73745.3,110542.98,8105,8257.13
2018-07-01,"WOODBURY",97,577551.03,865947.87,67655,54908.7
2018-07-01,"WORTH",98,13731,20584.23,1787,1601.05
2018-07-01,"WRIGHT",99,40112.81,60139.18,5380,4651.06
2018-08-01,"Adair",1,16482.15,24697.89,1968,1868.85
2018-08-01,"ADAIR",1,14884.95,22306.53,1813,1682.84
2018-08-01,"ADAMS",2,4148.85,6220.28,402,445.69
2018-08-01,"ALLAMAKEE",3,64407.76,96506.66,6936,7473.27
2018-08-01,"APPANOOSE",4,46506.33,69707.22,5684,5053.39
2018-08-01,"AUDUBON",5,16603.39,24901.71,2017,1776.9
2018-08-01,"BENTON",6,58942.95,88405.93,7391,6736.46
2018-08-01,"Black Hawk",7,26794.91,40199.09,4754,2678.02
2018-08-01,"BLACK HAWK",7,1137871.09,1705694.98,141440,109433.99
2018-08-01,"Boone",8,13168.77,19711.1,1402,1422.89
2018-08-01,"BOONE",8,111959.4,167970.17,12787,12670.98
2018-08-01,"BREMER",9,142921.3,214377.31,15555,15871.39
2018-08-01,"BUCHANAN",10,68079.28,102065.27,8070,8118.78
2018-08-01,"BUENA VIST",11,97537.59,146269.77,10000,9680.64
2018-08-01,"Butler",12,954.99,1434.33,105,107.75
2018-08-01,"BUTLER",12,20690.63,31032.72,2577,2716.37
2018-08-01,"CALHOUN",13,25749.5,38620.94,3237,3085.66
2018-08-01,"CARROLL",14,197406.94,296048.59,17350,17519.94
2018-08-01,"CASS",15,95448.21,143122.4,9982,9912.64
2018-08-01,"CEDAR",16,39288.57,58912.96,4925,4951.96
2018-08-01,"Cerro Gord",17,128941.52,193369.43,13074,13212.77
2018-08-01,"CERRO GORD",17,306958.35,460364.05,37398,31658.8
2018-08-01,"CHEROKEE",18,35811.69,53726.96,4998,3992.49
2018-08-01,"CHICKASAW",19,25019.16,37529.44,2681,3076.31
2018-08-01,"CLARKE",20,38124.51,57174.99,4229,4138.5
2018-08-01,"CLAY",21,110923.15,166325,11593,12531.5
2018-08-01,"Clayton",22,9380.8,14067.34,942,1011.75
2018-08-01,"CLAYTON",22,53260.74,79883.09,6029,5849.7
2018-08-01,"CLINTON",23,270712.48,405760.53,33798,29333
2018-08-01,"CRAWFORD",24,76095.3,114132.19,8558,7161.21
2018-08-01,"Dallas",25,279511.85,419319.01,20741,33615.75
2018-08-01,"DALLAS",25,219828.77,329611.02,23032,20737.06
2018-08-01,"DAVIS",26,8138.54,12201.51,987,944.5
2018-08-01,"DECATUR",27,7544.23,11316.85,966,751.48
2018-08-01,"Delaware",28,31240.99,46874.81,3149,3296.23
2018-08-01,"DELAWARE",28,36948.97,55420.57,3658,4050
2018-08-01,"Des Moines",29,11203.27,16810.16,2061,927.2
2018-08-01,"DES MOINES",29,221998.16,332975.95,27963,22291.34
2018-08-01,"Dickinson",30,4678.09,7013.46,443,418.87
2018-08-01,"DICKINSON",30,342313.19,513073.89,35257,34875.38
2018-08-01,"DUBUQUE",31,529938.73,793597.77,57601,52945.92
2018-08-01,"EMMET",32,78651.96,117936.73,6972,7888.6
2018-08-01,"Fayette",33,5650.73,8476.97,422,583.75
2018-08-01,"FAYETTE",33,69547.21,104322.51,8890,8002.31
2018-08-01,"FLOYD",34,88022.87,132014.03,9553,9365.61
2018-08-01,"FRANKLIN",35,31623.52,47411.72,3358,3794.44
2018-08-01,"FREMONT",36,2296.86,3446.04,376,271.8
2018-08-01,"GREENE",37,44161.69,66218.28,4179,3972.39
2018-08-01,"GRUNDY",38,21859.94,32767.82,2609,2888.72
2018-08-01,"GUTHRIE",39,21408.59,32097.69,2636,2554.01
2018-08-01,"HAMILTON",40,55735.6,83594.64,7196,5922.91
2018-08-01,"Hancock",41,668.88,1003.62,98,102
2018-08-01,"HANCOCK",41,23334.99,35009.99,2950,2920.17
2018-08-01,"Hardin",42,30238.2,45322.98,3084,3640.5
2018-08-01,"HARDIN",42,99438.09,149140.87,9689,10495.74
2018-08-01,"HARRISON",43,34269.92,51402.12,4180,3740.45
2018-08-01,"Henry",44,18316.26,27479.04,1848,2089.5
2018-08-01,"HENRY",44,58066.45,87040.84,7651,6020.97
2018-08-01,"HOWARD",45,52453.8,78668.18,5148,6182.73
2018-08-01,"HUMBOLDT",46,47644.32,71465.03,5052,5129.12
2018-08-01,"IDA",47,32574.23,48863.86,3510,3459.88
2018-08-01,"Iowa",48,50140.11,75218.72,6320,4824.8
2018-08-01,"IOWA",48,39567.27,59316.25,4880,4995
2018-08-01,"Jackson",49,1121.62,1682.97,205,108.47
2018-08-01,"JACKSON",49,77223.4,115815.37,8566,8733.46
2018-08-01,"Jasper",50,1121.4,1682.76,254,143.25
2018-08-01,"JASPER",50,111688.59,167527.2,15405,13436.55
2018-08-01,"JEFFERSON",51,64361.38,96507.14,7322,6408.87
2018-08-01,"JOHNSON",52,1241491.01,1861828.67,130607,119714.97
2018-08-01,"JONES",53,76836.61,115218.06,8201,8503.18
2018-08-01,"KEOKUK",54,8695.27,13041.4,1117,1189.84
2018-08-01,"Kossuth",55,10631.88,15947.15,1001,1518.15
2018-08-01,"KOSSUTH",55,107898.88,161826.8,11891,11886.51
2018-08-01,"LEE",56,227251.22,340878.89,23770,22106.85
2018-08-01,"Linn",57,26658.57,39978.8,4030,3157.91
2018-08-01,"LINN",57,1656479.52,2484403.28,199697,166751.69
2018-08-01,"LOUISA",58,18204.17,27311.81,3420,1910.57
2018-08-01,"LUCAS",59,31363.5,47028.88,3740,3414.65
2018-08-01,"LYON",60,41339.62,62014.68,4908,4568.97
2018-08-01,"Madison",61,2695.14,4037.7,395,315
2018-08-01,"MADISON",61,52052.01,78045.56,6414,6286.3
2018-08-01,"MAHASKA",62,88721.64,133028,10516,9306.02
2018-08-01,"Marion",63,11441.77,17164.85,1367,1148.82
2018-08-01,"MARION",63,157675.85,236448.11,17224,15340.29
2018-08-01,"Marshall",64,824.84,1237.8,169,128.25
2018-08-01,"MARSHALL",64,234648.88,351857.23,28572,23675.93
2018-08-01,"MILLS",65,35315.33,52988.63,4803,3947.52
2018-08-01,"Mitchell",66,7237.23,10857.55,702,873.75
2018-08-01,"MITCHELL",66,17943.89,26926.46,2231,2305.57
2018-08-01,"MONONA",67,30421.47,45638.37,3700,3271.98
2018-08-01,"MONROE",68,21332.83,31981.34,2358,2300.65
2018-08-01,"MONTGOMERY",69,42365.44,63504.07,5576,4721.8
2018-08-01,"MUSCATINE",70,281977.65,422868.6,32019,28393.53
2018-08-01,"OBRIEN",71,74356.58,111483.99,7892,8262.55
2018-08-01,"OSCEOLA",72,14897.67,22333.61,1679,1629.57
2018-08-01,"PAGE",73,86367.23,129528.35,9733,9359.28
2018-08-01,"PALO ALTO",74,58991.93,88484.69,6155,7140.99
2018-08-01,"Plymouth",75,42377.16,63540.31,5020,4574.41
2018-08-01,"PLYMOUTH",75,58144,87205.91,5607,5460.81
2018-08-01,"POCAHONTAS",76,25852.35,38797.07,3181,3244.37
2018-08-01,"Polk",77,515408.43,772816.4,50731,49200.87
2018-08-01,"POLK",77,3983597.06,5973751.59,459543,358677.69
2018-08-01,"Pottawatta",78,5291.94,7939.68,1052,522.6
2018-08-01,"POTTAWATTA",78,767167.9,1150585.75,91516,74834.6
2018-08-01,"Poweshiek",79,3471.36,5207.92,460,422.55
2018-08-01,"POWESHIEK",79,101103.42,151646.8,11590,10397.55
2018-08-01,"RINGGOLD",80,11937.68,17910.24,1460,1368.89
2018-08-01,"SAC",81,27597.18,41388.75,3178,3416.55
2018-08-01,"Scott",82,16631.95,24946.28,1550,1390.31
2018-08-01,"SCOTT",82,1353601.76,2029898.83,171596,129173.85
2018-08-01,"SHELBY",83,70669.98,105984.25,7626,6782.67
2018-08-01,"SIOUX",84,93649.57,140428.98,9010,10181.51
2018-08-01,"STORY",85,666949.15,1000094.71,70629,69728.18
